feature,dtype,n,null_count,null_rate,n_unique,mean,std,min,max,zero_rate,top_category_share,p01,p05,p50,p95,p99,label_auc,abs_spearman_label,value_spearman_pos
q4_share,float64,44449,0,0.0,86,0.18699868329189087,0.28082220102158406,0.0,1.0,0.5291232648653513,,0.0,0.0,0.0,1.0,1.0,0.52470051355693,0.046372048522074716,0.143157003432779
recent_3m_count,float64,44449,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
recent_6m_count,float64,44449,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
recent_3_over_6,float64,44449,44449,1.0,0,,,,,0.0,,,,,,,,,
active_month_share_12m,float64,44449,0,0.0,7,0.0808117167990281,0.11507573660111937,0.0,0.5,0.5085603725618124,,0.0,0.0,0.0,0.3333333333333333,0.5,1.0,0.9400410006847637,0.5464304494446983
first_order_year,float64,44449,0,0.0,3,2023.4369727102971,0.6582272537112798,2023.0,2025.0,0.0,,2023.0,2023.0,2023.0,2025.0,2025.0,0.5147385751678032,0.030496946518667602,-0.19567706155078993
last_order_year,float64,44449,0,0.0,3,2024.3131679002902,0.7560754470438602,2023.0,2025.0,0.0,,2023.0,2023.0,2024.0,2025.0,2025.0,1.0,0.9449898427715144,
years_since_last_order,float64,44449,0,0.0,3,0.6868320997097798,0.7560754470438602,0.0,2.0,0.4914396274381876,,0.0,0.0,1.0,2.0,2.0,1.0,0.9449898427715144,
active_year_span,float64,44449,0,0.0,3,1.8761951899930258,0.8796058216183243,1.0,3.0,0.0,,1.0,1.0,2.0,3.0,3.0,0.8584388593125062,0.6698564264259403,0.19567706155078993
recency_to_gap_ratio,float64,44449,16368,0.3682422551688452,1214,3.8557408790983856,4.41307238972032,0.20689655172413793,35.0,0.0,,0.36,0.6363636363636364,2.6842105263157894,11.0,27.0,0.6955679139907731,0.3232252948905464,0.36403724654265923
delta_vs_expected_gap,float64,44449,16368,0.3682422551688452,975,6.46687836067385,7.727995944187207,-23.0,34.0,0.009224054534410223,,-14.0,-5.0,5.333333333333333,21.5,30.0,0.8895807983935056,0.643904855634303,0.17412843467086095
is_overdue,float64,44449,16368,0.3682422551688452,2,0.866635803568249,0.3399739748483466,0.0,1.0,0.08425386397894216,,0.0,0.0,1.0,1.0,1.0,0.5633067989203273,0.17768538652219662,0.203932588037297
spend_recent_3m,float64,44449,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
spend_recent_6m,float64,44449,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
spend_recent_ratio,float64,44449,44449,1.0,0,,,,,0.0,,,,,,,,,
order_value_cv,float64,44449,0,0.0,29940,0.4798819831386774,0.5034201023291989,0.0,9.145830608062438,0.32560912506468087,,0.0,0.0,0.41485774396292757,1.3625919993626148,1.9939383276351617,0.7584326511276336,0.4554839182991054,0.3145384930067379
log_employees,float64,44449,0,0.0,40,6.940531111433861,1.4513136588031281,0.0,9.424322081498007,0.009381538392314788,,3.8066624897703196,3.828641396489095,7.123672785204607,8.667507952075105,9.424322081498007,0.5052410659146611,0.009080011077669127,0.07292849051995183
nace_section,str,44449,0,0.0,10,,,,,,0.6272132106459088,,,,,,,,
nace_3,str,44449,0,0.0,32,,,,,,0.15026209813494118,,,,,,,,
nace_2,str,44449,0,0.0,21,,,,,,0.19492002069787848,,,,,,,,
nace_code,str,44449,0,0.0,35,,,,,,0.09871988121217576,,,,,,,,
secondary_nace_2,str,44449,18011,0.4052059663884452,16,,,,,,0.4052059663884452,,,,,,,,
secondary_nace_code,str,44449,18011,0.4052059663884452,21,,,,,,0.4052059663884452,,,,,,,,
nace_mismatch,float64,44449,0,0.0,2,0.8835294382325811,0.3207919655947004,0.0,1.0,0.11647056176741884,,0.0,0.0,1.0,1.0,1.0,0.5025287149055289,0.007881658466009042,0.029071369524550774
has_gap_history,float64,44449,0,0.0,2,0.6317577448311548,0.48233300805145524,0.0,1.0,0.3682422551688452,,0.0,0.0,1.0,1.0,1.0,0.6998778786951256,0.4143420152112282,0.19011402548631032
has_recent_6m_activity,float64,44449,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
has_recent_spend_6m,float64,44449,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
has_secondary_nace,float64,44449,0,0.0,1,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.5,,
has_multi_year_history,float64,44449,0,0.0,2,0.5435892820985849,0.49810195370929,0.0,1.0,0.45641071790141513,,0.0,0.0,1.0,1.0,1.0,0.761447452428657,0.5248163966176802,0.16493420939754036
n_orders_in_lookback,int64,44449,0,0.0,289,9.317172489819793,24.734236468993142,1.0,696.0,0.0,,1.0,1.0,3.0,36.0,105.0,0.797817946046894,0.5260550269871768,0.42371463716234153
lookback_spend,float64,44449,0,0.0,36339,1084.7424292134806,4059.2787716993316,0.0449,212453.97993,0.0,,3.9648000000000003,11.2,204.0,4445.416019999997,14867.281551999926,0.7231287177974839,0.3864136310267196,0.7868155276250772
avg_spend_per_order,float64,44449,0,0.0,37581,141.5677150269045,316.53976132417495,0.0449,12400.0,0.0,,3.06,7.625634615384615,58.30200599999999,513.8900019999999,1375.838799999998,0.527565278491822,0.04773746497931629,0.7029291488300857
days_since_last,int64,44449,0,0.0,756,462.8021327813899,255.95011314749826,184.0,1094.0,0.0,,184.0,190.0,380.0,989.0,1073.0,1.0,0.8659055731600294,-0.3152316455450537
history_cohort,str,44449,0,0.0,1,,,,,,1.0,,,,,,,,
buyer_tenure_months,float64,44449,0,0.0,4,35.832436406542975,0.6876003651851083,30.519053876478317,35.939553219448094,0.0,,30.519053876478317,35.90670170827858,35.939553219448094,35.939553219448094,35.939553219448094,0.5129765513485441,0.047265746920108195,0.047230653818290086
pair_tenure_months,float64,44449,0,0.0,759,26.566648058521437,8.615609489871042,6.044678055190539,35.939553219448094,0.0,,6.83311432325887,9.494086727989487,29.23784494086728,35.709592641261494,35.90670170827858,0.5531167660037002,0.09198821941276558,0.26285040860812875
effective_lookback_months,float64,44449,0,0.0,4,35.832436406542975,0.6876003651851083,30.519053876478317,35.939553219448094,0.0,,30.519053876478317,35.90670170827858,35.939553219448094,35.939553219448094,35.939553219448094,0.5129765513485441,0.047265746920108195,0.047230653818290086
avg_monthly_orders_buyer_tenure,float64,44449,0,0.0,452,0.25981351118082874,0.6887672357043906,0.027824497257769653,19.36585009140768,0.0,,0.027824497257769653,0.027824497257769653,0.08347349177330896,1.0016819012797076,2.9215722120658136,0.8018956613020092,0.5305191034545111,0.4236893789938473
avg_monthly_orders_pair_tenure,float64,44449,0,0.0,7403,0.29939420406784634,0.6948943374590193,0.027824497257769653,19.36585009140768,0.0,,0.028395522388059702,0.0315440414507772,0.12063408190224571,1.0531889249276538,2.959847828746175,0.8883951628448106,0.6726216417313694,0.44504593697905553
avg_monthly_spend_buyer_tenure,float64,44449,0,0.0,37439,30.231550654263565,112.97834404121045,0.0012493199268738574,5911.425181964534,0.0,,0.11059681170018282,0.3119126142595978,5.7179341864716635,124.3807336364168,413.6746347741113,0.7238047882187748,0.3875844476565886,0.7879944145612733
avg_monthly_spend_pair_tenure,float64,44449,0,0.0,44335,35.66245126665993,117.89770260676391,0.0018370376344086024,5911.425181964534,0.0,,0.17254739300591596,0.515571522104494,8.395988059701494,145.25208146164377,445.527575994313,0.7501004842971501,0.43312325342811253,0.8433379685858722
avg_monthly_orders_in_lookback,float64,44449,0,0.0,452,0.25981351118082874,0.6887672357043906,0.027824497257769653,19.36585009140768,0.0,,0.027824497257769653,0.027824497257769653,0.08347349177330896,1.0016819012797076,2.9215722120658136,0.8018956613020092,0.5305191034545111,0.4236893789938473
avg_monthly_spend_in_lookback,float64,44449,0,0.0,37439,30.231550654263565,112.97834404121045,0.0012493199268738574,5911.425181964534,0.0,,0.11059681170018282,0.3119126142595978,5.7179341864716635,124.3807336364168,413.6746347741113,0.7238047882187748,0.3875844476565886,0.7879944145612733
