,eclass,first_purchase_count
692,40011305.0,312
693,23051601.0,312
694,21130806.0,311
695,19040110.0,311
696,40040101.0,310
697,27201390.0,310
698,24251607.0,309
699,27294206.0,309
700,27200901.0,309
701,30021505.0,308
702,27144049.0,307
703,27110314.0,307
704,21040390.0,307
705,24270213.0,304
706,19030307.0,304
707,24340202.0,303
708,24200490.0,303
709,24241603.0,302
710,21019090.0,301
711,30021290.0,301
712,21040101.0,301
713,22410503.0,301
714,21029090.0,301
715,21040209.0,300
716,27270902.0,300
717,27142004.0,300
718,24251906.0,300
719,24311301.0,299
720,23210101.0,299
721,27299223.0,296
722,24290503.0,295
723,19069290.0,293
724,21043101.0,292
725,21041203.0,292
726,27371001.0,290
727,21170616.0,290
728,23300601.0,289
729,24340203.0,289
730,34180402.0,289
731,22399090.0,289
732,24280490.0,289
733,19030505.0,288
734,27119002.0,287
735,19019090.0,287
736,24331208.0,286
737,23180101.0,286
738,27290301.0,286
739,25070000.0,284
740,19039003.0,284
741,27050603.0,282
742,37010201.0,282
743,40030101.0,281
744,24240401.0,281
745,20290201.0,280
746,24319090.0,278
747,24340803.0,278
748,40010301.0,277
749,24319290.0,277
750,22410702.0,276
751,27049201.0,276
752,24341301.0,276
753,40011602.0,273
754,21109190.0,273
755,21130413.0,272
756,24291403.0,272
757,21170304.0,270
758,21049117.0,269
759,23020401.0,269
760,29130102.0,269
761,19030105.0,269
762,27371701.0,268
763,24321401.0,268
764,22360308.0,267
765,41020107.0,266
766,21043290.0,265
767,20030190.0,264
768,40010202.0,264
769,27299202.0,264
770,22360602.0,263
771,27142309.0,263
772,27294208.0,262
773,21043390.0,262
774,22419190.0,261
775,40011304.0,260
776,23050802.0,260
777,23120301.0,259
778,21041503.0,258
779,24290307.0,257
780,24360202.0,257
781,23330203.0,256
782,27320101.0,256
783,19030302.0,254
784,19089090.0,254
785,23330104.0,254
786,27144031.0,253
787,32030506.0,250
788,21052003.0,249
789,23051602.0,249
790,24302001.0,249
791,34070201.0,249
792,24240301.0,248
793,23010190.0,248
794,27260706.0,248
795,34219205.0,248
796,30040101.0,247
797,24312002.0,247
798,24311102.0,246
799,19040302.0,245
800,29080101.0,245
801,21131725.0,244
802,40020503.0,244
803,21020603.0,243
804,40010406.0,243
805,29100309.0,243
806,24349090.0,243
807,40019108.0,242
808,27059290.0,242
809,29039006.0,241
810,19030303.0,241
811,20170206.0,241
812,21170301.0,240
813,23190102.0,239
814,30300102.0,239
815,22540201.0,239
816,27119103.0,239
817,24220203.0,239
818,27142316.0,239
819,23100102.0,238
820,23061013.0,238
821,27301808.0,238
822,23140201.0,238
823,34190202.0,237
824,37110302.0,235
825,21100801.0,235
826,24260201.0,235
827,24321402.0,235
828,29060791.0,234
829,21059090.0,234
830,22170390.0,234
831,29110206.0,233
832,23130103.0,233
833,23031101.0,233
834,21011303.0,232
835,40019120.0,231
836,36120208.0,230
837,21010403.0,230
838,20249190.0,230
839,24291607.0,229
840,21040290.0,229
841,21059201.0,229
842,27371801.0,228
843,32011505.0,226
844,23110112.0,225
845,24360207.0,225
846,23050911.0,224
847,23250311.0,224
848,21060101.0,224
849,27069090.0,224
850,23339090.0,223
851,27371210.0,223
852,29029107.0,223
853,27149123.0,222
854,23190108.0,222
855,24292902.0,222
856,25240504.0,222
857,24221102.0,221
858,27143401.0,221
859,27062003.0,220
860,23300290.0,220
861,29021190.0,219
862,22360590.0,217
863,27200308.0,217
864,23140290.0,216
865,19080401.0,215
866,30060103.0,214
867,36129290.0,213
868,19100202.0,213
869,24311303.0,213
870,21040107.0,212
871,23170450.0,211
872,19100102.0,211
873,21040604.0,210
874,40011201,210
875,34220390.0,210
876,27140608.0,210
877,21043001.0,210
878,20030205.0,209
879,34210890.0,208
880,27144025.0,208
881,21100416.0,208
882,23110114.0,208
883,27210901.0,208
884,27110632.0,208
885,28089102.0,207
886,27260601.0,207
887,19069190.0,205
888,24260605.0,204
889,21049106.0,204
890,23199090.0,203
891,21081001.0,203
892,20249090.0,203
893,24292301.0,203
894,34180390.0,203
895,24300909.0,202
896,23130102.0,202
897,21079103.0,202
898,23010101.0,202
899,24230112.0,202
900,24321905.0,202
901,23100401.0,202
902,24270103.0,201
903,21019104.0,201
904,27294001.0,201
905,27210890.0,199
906,37060590.0,198
907,20069290.0,198
908,21081006.0,198
909,19070103.0,198
910,40019090.0,198
911,24241904.0,197
912,19030109.0,196
913,20380205.0,195
914,23059203.0,195
915,27119108.0,194
916,21041004.0,194
917,24301604.0,194
918,40020103.0,193
919,23050803.0,193
920,22360305.0,192
921,27390190.0,192
922,32012801.0,192
923,23279090.0,191
924,29080103.0,191
925,22360303.0,191
926,24291106.0,191
927,23110116.0,191
928,21100414.0,190
929,27119290.0,190
930,30021503.0,190
931,23110801.0,189
932,27371813.0,188
933,36120290.0,188
934,21081003.0,188
935,21071001.0,187
936,32012405.0,187
937,29060101.0,186
938,37020506.0,186
939,19029001.0,185
940,40030204.0,185
941,35040401.0,185
942,22520202.0,185
943,29043701.0,185
944,21020601.0,184
945,19049090.0,184
946,32013290.0,184
947,19079001.0,183
948,22320202.0,183
949,37110304.0,183
950,27040201.0,182
951,27273201.0,182
952,19030301.0,182
953,21130702.0,181
954,24260590.0,181
955,22410401.0,180
956,23050901.0,180
957,27189290.0,179
958,23239290.0,179
959,24230105.0,179
960,32161001.0,179
961,23050105.0,178
962,29139002.0,178
963,24210402.0,177
964,40010505.0,177
965,23309290.0,177
966,23110601.0,177
967,21052205.0,177
968,21043006.0,177
969,21052403.0,176
970,24221004.0,176
971,21049190.0,175
972,27110615.0,175
973,23050806.0,175
974,21170201.0,175
975,24321702.0,174
976,22149090.0,174
977,21130890.0,173
978,20129290.0,173
979,27260301.0,173
980,37020401.0,173
981,32012902.0,171
982,22410905.0,171
983,27400107.0,171
984,27200414.0,171
985,21160504.0,171
986,24281290.0,171
987,27210601.0,169
988,23110903.0,169
989,19030311.0,169
990,23050910.0,169
991,21051109.0,169
992,24310890.0,169
993,21042201.0,169
994,27142403.0,168
995,21040213.0,168
996,20040190.0,168
997,40019102.0,168
998,40030103.0,167
999,24262306.0,167
1000,20420205.0,167
1001,34180303.0,166
1002,24290501.0,166
1003,23070801.0,166
1004,20420190.0,165
1005,27371301.0,164
1006,27292490.0,163
1007,22320205.0,162
1008,27143414.0,162
1009,27144201.0,162
1010,27200490.0,162
1011,23170210.0,162
1012,27062002.0,162
1013,27141143.0,161
1014,21011302.0,161
1015,27371238.0,161
1016,29021403.0,161
1017,24301201.0,161
1018,27200102.0,161
1019,27292901.0,161
1020,29042701.0,159
1021,24241801.0,159
1022,29110205.0,159
1023,24300901.0,158
1024,32169090.0,158
1025,19070402.0,158
1026,35010902.0,158
1027,27140915.0,158
1028,36230390.0,158
1029,27201107.0,156
1030,27201103.0,156
1031,22360701.0,156
1032,37030401.0,156
1033,27050401,155
1034,20030202.0,155
1035,23071301.0,155
1036,19069203,154
1037,36410105.0,154
1038,27200310.0,154
1039,21170308.0,153
1040,24290508.0,153
1041,19030510.0,153
1042,27049001.0,152
1043,21021101.0,152
1044,23051001.0,151
1045,22330405.0,151
1046,24310705.0,151
1047,23330201.0,150
1048,22220101.0,150
1049,23152001.0,150
1050,21041190.0,150
1051,27149133.0,150
1052,32012410.0,149
1053,24290804.0,149
1054,30021610.0,149
1055,20140490.0,148
1056,27062302.0,148
1057,21100502.0,148
1058,22360302.0,148
1059,21060990.0,147
1060,24301103.0,147
1061,23170208.0,147
1062,29039005.0,147
1063,24221000.0,147
1064,24311903.0,147
1065,24201001.0,146
1066,19030205.0,145
1067,23200108.0,145
1068,40029104.0,145
1069,40010402.0,145
1070,24300101.0,145
1071,23080201.0,144
1072,23250102.0,144
1073,27062007.0,144
1074,24220106.0,144
1075,21179201.0,144
1076,20380112.0,144
1077,27189236.0,143
1078,24340703.0,143
1079,27142107.0,143
1080,24330503.0,142
1081,24311290.0,142
1082,24230706.0,142
1083,24220110.0,142
1084,40050203.0,142
1085,21079090.0,141
1086,28079090.0,140
1087,23330490.0,140
1088,24340201.0,140
1089,34300191.0,139
1090,22220201.0,139
1091,23110902.0,139
1092,21060201.0,139
1093,36640290.0,139
1094,21101290.0,138
1095,37160490.0,137
1096,24210201.0,137
1097,24230405.0,137
1098,22540301.0,137
1099,24322090.0,137
1100,27140612.0,137
1101,24251406.0,136
1102,23110890.0,136
1103,21170307.0,136
1104,36099102.0,135
1105,24261703.0,135
1106,24331401.0,135
1107,40049103.0,135
1108,23240190.0,134
1109,27300290.0,134
1110,27293810.0,134
1111,35030302.0,134
1112,24281007.0,134
1113,40020102.0,134
1114,24220907.0,134
1115,21170601.0,133
1116,27061805.0,133
1117,32032610.0,132
1118,40011392.0,132
1119,24220109.0,132
1120,27189234.0,132
1121,27110102.0,132
1122,21069801.0,132
1123,29020802.0,132
1124,21100407.0,131
1125,24292015.0,131
1126,27110312.0,131
1127,25161901.0,131
1128,24270190.0,131
1129,19060107.0,131
1130,19109002.0,130
1131,27201106.0,130
1132,27370491.0,130
1133,20380110.0,130
1134,23050907.0,130
1135,27023190.0,130
1136,40010503.0,130
1137,29021101.0,129
1138,24321403.0,129
1139,27141118.0,129
1140,20370402.0,129
1141,20049090.0,129
1142,19020409.0,128
1143,30021601.0,128
1144,34390307.0,128
1145,24300903.0,127
1146,20160290.0,127
1147,30021608.0,127
1148,29029002.0,127
1149,19069202.0,127
1150,20420206.0,126
1151,29100314.0,126
1152,35010211.0,126
1153,23059190.0,126
1154,41020106.0,126
1155,24260907.0,126
1156,20170202.0,126
1157,29020213.0,126
1158,29060209.0,126
1159,23250101.0,125
1160,24251608.0,125
1161,24370201.0,125
1162,24301602.0,125
1163,23110690.0,125
1164,24321104.0,124
1165,23240110.0,124
1166,35020101.0,124
1167,24220490.0,123
1168,32161002.0,123
1169,24291390.0,123
1170,23149101.0,123
1171,27371214.0,123
1172,23110708.0,123
1173,27149116.0,122
1174,27299215.0,122
1175,24270105.0,122
1176,21059014.0,122
1177,27200990.0,122
1178,29030390.0,122
1179,23111201.0,122
1180,24291103.0,121
1181,36239001.0,121
1182,40040702.0,120
1183,23110710.0,120
1184,29100312.0,120
1185,21041003.0,119
1186,27200312.0,119
1187,24230902.0,118
1188,27059110.0,117
1189,23080401.0,117
1190,27260701,116
1191,23152307.0,116
1192,27039090.0,116
1193,27189214.0,116
1194,22540502.0,115
1195,27260501.0,115
1196,23330102.0,115
1197,22170104.0,115
1198,24311402.0,115
1199,21029104.0,115
1200,36230490.0,114
1201,21040605.0,114
1202,27294202.0,114
1203,24242605.0,114
1204,36030190.0,114
1205,22310191.0,114
1206,27142306.0,114
1207,34449002.0,114
1208,23152105.0,113
1209,27142005.0,113
1210,21040705.0,112
1211,23051502.0,112
1212,21059008.0,112
1213,27210120.0,111
1214,19060102.0,110
1215,27370801.0,110
1216,27149901.0,110
1217,27200306.0,110
1218,19030104.0,110
1219,29020205.0,110
1220,24310105.0,110
1221,23330302.0,110
1222,23020104.0,109
1223,27371237.0,109
1224,40049102.0,109
1225,24331202.0,109
1226,24301101.0,108
1227,27140910.0,108
1228,27371603.0,108
1229,40019107.0,108
1230,40040401.0,108
1231,24242304.0,108
1232,24250405.0,108
1233,24310502.0,108
1234,29120102,108
1235,21060601.0,107
1236,24240502.0,107
1237,22360122.0,107
1238,29110103.0,106
1239,22360117.0,106
1240,21029107.0,105
1241,22510201.0,105
1242,24301807.0,105
1243,24340801.0,105
1244,24310907.0,105
1245,24321701.0,105
1246,25160142.0,105
1247,23330290.0,105
1248,23300202.0,105
1249,24292702.0,105
1250,32030525.0,104
1251,21131724.0,104
1252,23219090.0,104
1253,23050909.0,104
1254,23111101.0,104
1255,22520102.0,104
1256,27200108.0,104
1257,27062308.0,104
1258,19030111.0,104
1259,21059020.0,104
1260,29060103.0,103
1261,40010602.0,103
1262,36129201.0,103
1263,24300490.0,103
1264,30020903.0,103
1265,24220123.0,103
1266,24242501.0,103
1267,27242208.0,102
1268,23010301.0,102
1269,21160491.0,102
1270,36120205.0,102
1271,27142601.0,102
1272,27140308.0,102
1273,21052202.0,102
1274,19030312,102
1275,24220601.0,102
1276,23330209.0,102
1277,19020402,102
1278,23300701.0,101
1279,22390408.0,101
1280,41120212.0,101
1281,22360307.0,101
1282,27119190.0,101
