feature,dtype,n,null_count,null_rate,n_unique,mean,std,min,max,zero_rate,top_category_share,p01,p05,p50,p95,p99,label_auc,abs_spearman_label,value_spearman_pos
first_order_year,float64,305074,253600,0.8312737237522699,3,2023.479543070288,0.682165644863119,2023.0,2025.0,0.0,,2023.0,2023.0,2023.0,2025.0,2025.0,0.5355870566193573,0.07202729923619831,-0.17727904380705312
last_order_year,float64,305074,253600,0.8312737237522699,3,2024.3330807786456,0.7490509093392591,2023.0,2025.0,0.0,,2023.0,2023.0,2025.0,2025.0,2025.0,1.0,0.9489005265756985,
years_since_last_order,float64,305074,253600,0.8312737237522699,3,0.6669192213544702,0.749050909339259,0.0,2.0,0.0847925421373175,,0.0,0.0,0.0,2.0,2.0,1.0,0.9489005265756985,
active_year_span,float64,305074,253600,0.8312737237522699,3,1.8535377083576174,0.8725743432860003,1.0,3.0,0.0,,1.0,1.0,2.0,3.0,3.0,0.8407877886180927,0.6375142797196801,0.17727904380705312
recency_to_gap_ratio,float64,305074,272719,0.8939437644637039,1259,3.907329575265029,4.380886054481837,0.20689655172413793,35.0,0.0,,0.36363636363636365,0.6428571428571429,2.75,11.0,27.0,0.6941762749645188,0.31941719277209546,0.36938897367147827
delta_vs_expected_gap,float64,305074,272719,0.8939437644637039,1040,6.487732269615942,7.609255620099737,-23.0,34.0,0.001497997207234966,,-14.0,-5.0,5.352941176470589,21.0,29.0,0.8916935119982098,0.644358516983202,0.17162956882103006
is_overdue,float64,305074,272719,0.8939437644637039,2,0.870962756915469,0.3352463372456845,0.0,1.0,0.013685204245527315,,0.0,0.0,1.0,1.0,1.0,0.5613966064186409,0.17393207146976852,0.21008545853805008
spend_recent_3m,float64,305074,253600,0.8312737237522699,1,0.0,0.0,0.0,0.0,0.16872627624773007,,0.0,0.0,0.0,0.0,0.0,0.5,,
spend_recent_6m,float64,305074,253600,0.8312737237522699,1,0.0,0.0,0.0,0.0,0.16872627624773007,,0.0,0.0,0.0,0.0,0.0,0.5,,
spend_recent_ratio,float64,305074,305074,1.0,0,,,,,0.0,,,,,,,,,
order_value_cv,float64,305074,253600,0.8312737237522699,34568,0.47717726867842686,0.5021652585420024,0.0,9.145830608062438,0.055278391472232964,,0.0,0.0,0.4106477590145585,1.3552832198823708,1.9980921248054315,0.7496143723551049,0.4401474594839662,0.3226937411643881
log_employees,float64,305074,0,0.0,47,6.807057371825706,2.07295874234977,0.0,12.620883941637919,0.04081632653061224,,0.0,3.8066624897703196,7.123672785204607,9.424322081498007,12.620883941637919,0.5392934043961135,0.03792813623551356,0.07050234833981818
nace_section,str,305074,6226,0.02040816326530612,11,,,,,,0.5306122448979592,,,,,,,,
nace_3,str,305074,12452,0.04081632653061224,36,,,,,,0.16326530612244897,,,,,,,,
nace_2,str,305074,6226,0.02040816326530612,25,,,,,,0.16326530612244897,,,,,,,,
nace_code,float64,305074,6226,0.02040816326530612,41,3531.2708333333335,2065.236016283286,60.0,9609.0,0.0,,60.0,1039.0,2955.0,8542.0,9609.0,0.5078686336996805,0.007673919365834878,-0.0016906569982311113
secondary_nace_2,str,305074,143198,0.46938775510204084,17,,,,,,0.46938775510204084,,,,,,,,
secondary_nace_code,float64,305074,143198,0.46938775510204084,22,4472.807692307692,2394.47049657306,1084.0,9609.0,0.0,,1084.0,2059.0,3561.5,8899.0,9609.0,0.5111367944408837,0.010844331194756774,0.012347446762767191
nace_mismatch,float64,305074,0,0.0,2,0.8775510204081632,0.3278041781562136,0.0,1.0,0.12244897959183673,,0.0,0.0,1.0,1.0,1.0,0.502629617289757,0.004469380938748629,0.03426037491400668
has_gap_history,float64,305074,0,0.0,2,0.10605623553629612,0.3079100862471115,0.0,1.0,0.8939437644637039,,0.0,0.0,0.0,1.0,1.0,0.8907045490219071,0.7069584064621101,0.20258076760610474
has_recent_6m_activity,float64,305074,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
has_recent_spend_6m,float64,305074,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
has_secondary_nace,float64,305074,0,0.0,1,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.5,,
has_multi_year_history,float64,305074,0,0.0,2,0.0903289038069452,0.28665286024740155,0.0,1.0,0.9096710961930548,,0.0,0.0,0.0,1.0,1.0,0.8796976961168933,0.7379908768666228,0.1612494489008909
n_orders_in_lookback,float64,305074,253600,0.8312737237522699,299,9.178847573532268,24.37137448442056,1.0,696.0,0.0,,1.0,1.0,3.0,35.0,105.0,0.7873670282453828,0.507859932673072,0.4227317633436798
lookback_spend,float64,305074,253600,0.8312737237522699,41111,1056.9238082150212,3900.202958406233,0.0449,212453.97993,0.0,,3.9073,11.1765,201.180005,4371.7004929999985,14520.6065026999,0.7151643058907411,0.37267068252533886,0.7863170675033475
avg_spend_per_order,float64,305074,253600,0.8312737237522699,42705,140.2870495062645,315.27066099815465,0.0449,12400.0,0.0,,3.0686500000000003,7.6627857142857145,58.20776923076923,507.60900487499987,1350.8032999999878,0.5263251933786829,0.04559598183762545,0.7075169544637017
avg_price_per_unit,float64,305074,0,0.0,42808,12.092208575083536,98.10774680648083,0.0,12400.0,0.8312737237522699,,0.0,0.0,0.0,43.500999999999934,251.21087788461847,0.9504399439313984,0.6663114486741054,0.4239776539634
days_since_last,float64,305074,253600,0.8312737237522699,807,455.3544896452578,252.0514959503213,184.0,1094.0,0.0,,184.0,190.0,359.0,980.0,1072.0,1.0,0.8660218301873394,-0.32125123882650974
history_cohort,str,305074,0,0.0,3,,,,,,0.9591836734693877,,,,,,,,
buyer_tenure_months,float64,305074,6226,0.02040816326530612,11,34.67340122645642,4.097121533561417,15.571616294349539,35.972404730617605,0.0,,15.571616294349539,30.059132720105122,35.939553219448094,35.939553219448094,35.972404730617605,0.5221259860713185,0.027551210019758163,0.026392450988356565
pair_tenure_months,float64,305074,253600,0.8312737237522699,820,25.925009306460264,8.818416205301988,6.044678055190539,35.972404730617605,0.0,,6.701708278580814,9.231274638633376,28.44940867279895,35.67674113009198,35.90670170827858,0.5221173364117379,0.03830810590349228,0.24003075834557125
effective_lookback_months,float64,305074,0,0.0,12,35.190002413580416,5.408692244049796,15.571616294349539,59.98685939553219,0.0,,15.571616294349539,30.059132720105122,35.939553219448094,35.972404730617605,59.98685939553219,0.510483125999257,0.01269306958265319,0.026392450988356565
avg_monthly_orders_buyer_tenure,float64,305074,6226,0.02040816326530612,826,0.045200902751589375,0.30331585892173474,0.0,19.36585009140768,0.8108655604869638,,0.0,0.0,0.0,0.16709972552607502,0.9027184749847225,0.9814122086179213,0.7128393891079656,0.42991967298891304
avg_monthly_orders_pair_tenure,float64,305074,253600,0.8312737237522699,8190,0.3041704448201782,0.6984655731924623,0.027824497257769653,19.36585009140768,0.0,,0.02844859813084112,0.03221164021164021,0.12361421319796954,1.0651197053406998,3.0399301831501653,0.8866220521380961,0.6696404506689356,0.45357417344546164
avg_monthly_spend_buyer_tenure,float64,305074,6226,0.02040816326530612,44389,5.22982528952975,47.84838237465936,0.0,5911.425181964534,0.8108655604869638,,0.0,0.0,0.0,16.088028469391396,109.2837206250736,0.9737683308472893,0.7014440668771681,0.7945354431863495
avg_monthly_spend_pair_tenure,float64,305074,253600,0.8312737237522699,51318,36.035052959804744,117.43100348705225,0.0018370376344086024,5911.425181964534,0.0,,0.17599454457831326,0.5269651694855284,8.539104990003118,146.16692776639772,455.24737752615306,0.747645560857935,0.4289291373930025,0.8493296805597761
avg_monthly_orders_in_lookback,float64,305074,0,0.0,826,0.044278435348495716,0.3002728563023443,0.0,19.36585009140768,0.8312737237522699,,0.0,0.0,0.0,0.1669469835466179,0.8903839122486289,0.9818266968063731,0.7128148164083089,0.42991967298891304
avg_monthly_spend_in_lookback,float64,305074,0,0.0,44389,5.123094161172,47.363387839134056,0.0,5911.425181964534,0.8312737237522699,,0.0,0.0,0.0,15.591596160877447,107.35792892139033,0.9743532694666056,0.7016851378696018,0.7945354431863495
top_manufacturer_share,float64,305074,0,0.0,1482,0.9498233497320009,0.16384931624871704,0.05699481865284974,1.0,0.0,,0.25,0.5,1.0,1.0,1.0,0.8669030780259346,0.6946021839579215,-0.19964689779563705
n_distinct_manufacturers,float64,305074,0,0.0,67,1.3977821774389165,2.004636906638919,1.0,82.0,0.0,,1.0,1.0,1.0,3.0,10.0,0.8707538766259422,0.7019241845257094,0.3571228995603788
eclass_n_buyers_global,int64,305074,0,0.0,1278,323.2691937038227,756.4289551742836,1.0,10931.0,0.0,,1.0,1.0,36.0,1770.0,3743.0,0.9263541355494438,0.41186475417450147,0.2509814523276282
