feature,dtype,n,null_count,null_rate,n_unique,mean,std,min,max,zero_rate,top_category_share,p01,p05,p50,p95,p99,label_auc,abs_spearman_label,value_spearman_pos
active_month_share_12m,float64,172824,0,0.0,7,0.03545803823543026,0.06410650126966295,0.0,0.5,0.6809123732814887,,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,1.0,0.9879009413988469,0.36870684446926577
first_order_year,float64,172824,0,0.0,3,2023.6957829931027,0.7422937955794671,2023.0,2025.0,0.0,,2023.0,2023.0,2024.0,2025.0,2025.0,0.7416884539433587,0.4249404835780679,-0.1460022452854476
last_order_year,float64,172824,0,0.0,3,2024.0342371429895,0.7763822616804633,2023.0,2025.0,0.0,,2023.0,2023.0,2024.0,2025.0,2025.0,1.0,0.8595286146216556,
years_since_last_order,float64,172824,0,0.0,3,0.9657628570106004,0.7763822616804633,0.0,2.0,0.3190876267185113,,0.0,0.0,1.0,2.0,2.0,1.0,0.8595286146216556,
active_year_span,float64,172824,0,0.0,3,1.3384541498865898,0.647887177702444,1.0,3.0,0.0,,1.0,1.0,1.0,3.0,3.0,0.6877742643819952,0.40585561887259697,0.1460022452854476
recency_to_gap_ratio,float64,172824,115718,0.6695713558302088,1267,4.609956252247737,5.842234353757087,0.20689655172413793,35.0,0.0,,0.3333333333333333,0.5454545454545454,2.6,16.8,32.0,0.7735969605352607,0.4738820642792787,0.2601146987314439
delta_vs_expected_gap,float64,172824,115718,0.6695713558302088,1029,7.870751501611771,9.514500240520624,-23.0,34.0,0.0055663565245567745,,-16.0,-7.0,6.5,25.0,31.0,0.9025279158310768,0.6972611703005825,0.17223075427557516
is_overdue,float64,172824,115718,0.6695713558302088,2,0.8313136973347809,0.3744778893764425,0.0,1.0,0.05573878627968338,,0.0,0.0,1.0,1.0,1.0,0.6163725534294171,0.3107534706740271,0.18644980753771911
spend_recent_3m,float64,172824,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
spend_recent_6m,float64,172824,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
spend_recent_ratio,float64,172824,172824,1.0,0,,,,,0.0,,,,,,,,,
order_value_cv,float64,172824,0,0.0,66466,0.18048286593835386,0.31336970730730945,0.0,5.134046771854868,0.6118305327963709,,0.0,0.0,0.0,0.8373447066511146,1.2482987304444517,0.6446031203059907,0.2659195708574065,0.23645135895048547
log_employees,float64,172824,0,0.0,47,7.247215330626523,1.6699541283242676,0.0,12.620883941637919,0.005676294959033467,,3.8066624897703196,4.23410650459726,7.275172319452771,9.424322081498007,12.620883941637919,0.5053103373239088,0.008577920505975578,0.050200901657119615
nace_section,str,172824,0,0.0,11,,,,,,0.5368872378836272,,,,,,,,
nace_3,str,172824,2451,0.014182058047493404,36,,,,,,0.19478197472573253,,,,,,,,
nace_2,str,172824,0,0.0,25,,,,,,0.19478197472573253,,,,,,,,
nace_code,str,172824,0,0.0,41,,,,,,0.1505057167985928,,,,,,,,
secondary_nace_2,str,172824,81682,0.47263111604869695,17,,,,,,0.47263111604869695,,,,,,,,
secondary_nace_code,str,172824,81682,0.47263111604869695,22,,,,,,0.47263111604869695,,,,,,,,
nace_mismatch,float64,172824,0,0.0,2,0.8767532287182336,0.3287212039054568,0.0,1.0,0.12324677128176642,,0.0,0.0,1.0,1.0,1.0,0.508116818165518,0.02301918510376466,0.04211521256982657
has_gap_history,float64,172824,0,0.0,2,0.33042864416979123,0.47036882918379314,0.0,1.0,0.6695713558302088,,0.0,0.0,0.0,1.0,1.0,0.6347175958743958,0.26700391985410704,0.19214142628333347
has_recent_6m_activity,float64,172824,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
has_recent_spend_6m,float64,172824,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
has_secondary_nace,float64,172824,0,0.0,1,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.5,,
has_multi_year_history,float64,172824,0,0.0,2,0.24052793593482386,0.42740531696705286,0.0,1.0,0.7594720640651761,,0.0,0.0,0.0,1.0,1.0,0.6672434398746709,0.3647883987454786,0.1382533352435915
n_orders_in_lookback,int64,172824,0,0.0,183,2.733815905198352,7.033449321331515,1.0,579.0,0.0,,1.0,1.0,1.0,8.0,25.0,0.6543676086775658,0.284019373499285,0.2746107574823255
lookback_spend,float64,172824,0,0.0,72939,314.79314073311576,1469.7486123750664,0.0449,189861.31994,0.0,,2.54,6.6,70.04,1162.6055000000003,4098.199799999981,0.6066702665409929,0.17224023107248446,0.8411558345797667
avg_spend_per_order,float64,172824,0,0.0,81800,119.82489390068659,319.8993958448347,0.0449,28072.92,0.0,,2.23,5.55,44.4,438.29775000000006,1266.46,0.5207635797662341,0.03352690391433075,0.8675555550330123
days_since_last,int64,172824,0,0.0,904,561.4154052677869,265.95879329376055,184.0,1095.0,0.0,,188.0,208.0,525.0,1034.0,1083.0,1.0,0.8073503871581705,-0.14027426011179717
history_cohort,str,172824,0,0.0,1,,,,,,1.0,,,,,,,,
buyer_tenure_months,float64,172824,0,0.0,10,35.271594922542945,3.0251811394508,15.571616294349539,35.972404730617605,0.0,,15.571616294349539,30.519053876478317,35.939553219448094,35.972404730617605,35.972404730617605,0.551830177008567,0.12057028664151896,0.00962956982794402
pair_tenure_months,float64,172824,0,0.0,908,22.71493792717381,8.911372197779972,6.044678055190539,35.972404730617605,0.0,,6.438896189224704,8.04862023653088,23.291721419185283,35.2496714848883,35.84099868593955,0.7276615286873057,0.3676051457409479,0.15386311299193942
effective_lookback_months,float64,172824,0,0.0,10,35.271594922542945,3.0251811394508,15.571616294349539,35.972404730617605,0.0,,15.571616294349539,30.519053876478317,35.939553219448094,35.972404730617605,35.972404730617605,0.551830177008567,0.12057028664151896,0.00962956982794402
avg_monthly_orders_buyer_tenure,float64,172824,0,0.0,533,0.07816102984194566,0.1985608840032159,0.027799086757990872,16.11038391224863,0.0,,0.027799086757990872,0.027824497257769653,0.027824497257769653,0.2293649085037675,0.6956124314442413,0.6842234347315338,0.31631085197481096,0.26816036668821186
avg_monthly_orders_pair_tenure,float64,172824,0,0.0,7378,0.11783070730287407,0.21401024444713462,0.027799086757990872,16.11038391224863,0.0,,0.028185185185185185,0.029726562499999998,0.07317307692307692,0.31708333333333333,0.806081594056576,0.9052886000050641,0.6544188592186704,0.2810646048661873
avg_monthly_spend_buyer_tenure,float64,172824,0,0.0,92723,9.04338237531707,41.98772379609456,0.0012493199268738574,5282.7957760270565,0.0,,0.07229282104964398,0.1869806215722121,1.9977989031078611,33.41135508165546,118.87461119106457,0.6144405489096548,0.1847868877039848,0.8432057933968424
avg_monthly_spend_pair_tenure,float64,172824,0,0.0,168883,13.760234101450743,52.66442960949469,0.0018370376344086024,5282.7957760270565,0.0,,0.11538327653746061,0.3098293763472467,3.504339239138295,52.07733917762616,171.03300975278032,0.7042673183147298,0.3298299624933334,0.9123105463494207
avg_monthly_orders_in_lookback,float64,172824,0,0.0,533,0.07816102984194566,0.1985608840032159,0.027799086757990872,16.11038391224863,0.0,,0.027799086757990872,0.027824497257769653,0.027824497257769653,0.2293649085037675,0.6956124314442413,0.6842234347315338,0.31631085197481096,0.26816036668821186
avg_monthly_spend_in_lookback,float64,172824,0,0.0,92723,9.04338237531707,41.98772379609456,0.0012493199268738574,5282.7957760270565,0.0,,0.07229282104964398,0.1869806215722121,1.9977989031078611,33.41135508165546,118.87461119106457,0.6144405489096548,0.1847868877039848,0.8432057933968424
top_manufacturer_share,float64,172824,0,0.0,3652,0.2978347914641485,0.3244535766945992,0.0014367816091954023,1.0,0.0,,0.004777070063694267,0.011764705882352941,0.16,1.0,1.0,0.5384321475450289,0.06214576924849937,0.14088258360580574
n_distinct_manufacturers,int64,172824,0,0.0,67,9.075128454381336,10.037689727175227,1.0,82.0,0.0,,1.0,1.0,6.0,30.0,51.0,0.5345974510734649,0.05602966891754549,0.01653959104030457
eclass_n_buyers_global,int64,172824,0,0.0,1302,2341.868016016294,2004.2387218044526,1.0,10931.0,0.0,,40.0,164.0,1832.0,6471.0,8197.0,0.5516225141647864,0.0833549890092898,0.023089462881850063
